Id,ActualPrice,PredictedPrice
53439,2673,2460.01
7411,4224,4529.99
22294,10341,9849.7
42576,1328,1324.0525
37811,1001,1046.88
13303,5495,5581.11
40399,1133,1224.85
13511,5543,5672.79
48710,2010,2281.74
41907,1261,1300.8
34691,873,910.23
30873,743,741.02
4827,3704,3697.43
13818,5630,5244.05
3909,3494,3191.42
38381,1024,1015.15
38694,1041,1008.31
33458,828,827.45
25789,14775,15700.51
44165,1565,1475.0575
27759,648,625.24
42381,1305,1345.39
23048,11079,10870.28
10123,4719,4627.1
51075,2333,2376.18
36122,928,873.0
21601,9702,9856.17
9285,4566,4091.55
22902,10942,9427.72
20585,8893,9361.67
21097,9266,10205.26
31095,753,772.87
45566,1689,1794.16
9324,4579,5241.41
46995,1817,1867.45
24139,12308,12532.86
39926,1105,1047.36
3760,3456,3608.59
49550,2129,2060.31
52224,2484,2586.6
19278,8001,7704.77
17020,6794,6239.41
8733,4460,5100.84
19079,7850,8387.78
22445,10473,9587.25
34248,855,870.95
14124,5728,5332.82
26427,15957,15664.18
53773,2726,2734.29
39884,1103,1081.61
7906,4314,4445.26
22850,10887,10964.4
16797,6697,6761.22
154,2770,2634.94
20903,9118,9278.18
3814,3468,2649.69
39793,1095,988.49
34651,872,880.05
35933,920,965.92
21210,9354,8567.68
41801,1250,1230.76
43946,516,557.12
6576,4077,4030.83
47035,1819,1832.67
52325,2496,2485.8606666666665
52843,2575,2665.97
45363,1665,1776.71
24852,13254,11690.22
23363,423,393.82
35060,885,765.13
1610,3012,2937.93
45722,1698,1775.35
42643,1332,1313.71
12810,5342,5197.601
27905,656,697.31
4951,3733,4082.34
3211,3348,3423.19
31915,776,718.45
13186,5451,5422.5
40464,1140,1051.47
28337,666,664.17
7786,4285,4310.2
27143,17360,16438.69
26707,645,642.97
2495,3197,2620.7
51030,2329,2655.03
24865,13282,13162.84
22331,10378,10618.24
31897,776,774.74
16966,6776,6754.18
44684,1610,1582.53
29485,702,702.8875
17856,7204,7053.715
338,2803,2708.76
7972,4324,4277.3
12484,5254,5660.8
8628,4449,5066.69
8172,4363,4428.16
11301,4980,4327.58
13049,601,592.47
2655,3234,4093.55
6782,4113,3585.57
35415,900,932.64
34605,470,482.21
10457,4788,4459.55
23979,12121,13654.56
36695,952,942.29
18795,7691,8098.51
38177,1015,1052.32
52243,2487,2361.06
8730,4460,4234.98
40965,1179,1164.8583333333333
16011,6406,5858.97
5094,3755,4271.053333333333
31719,771,748.84
36728,954,918.6116666666666
4203,3564,3694.08
12499,5257,5000.47
45204,1656,1638.95
31777,773,763.52
46373,1761,1729.66
49146,2068,2307.68
7703,4277,3112.74
6423,4044,4316.51
26480,16068,15810.89
33259,825,870.23
27833,651,690.19
47250,1842,1952.33
2369,3176,3449.53
19203,7951,7439.57
9533,4618,3783.34
41234,1207,1123.29
23488,11489,10979.715
5553,3857,4365.03
27719,648,639.58
14469,5840,5418.39
45890,1720,1705.82
3735,569,720.59
49408,2106,2124.38
31326,758,758.18
35356,898,887.32
44702,1613,1624.58
40510,1144,1143.03
7275,4200,4383.12
50590,2282,2003.5358333333331
41296,1211,1206.91
41602,393,436.18
16749,6669,6655.85
49577,2132,1857.71
39000,1055,1176.925
24506,12787,11530.3
8016,4329,4394.49
36046,924,888.84
33859,844,854.51
5877,3925,4157.07
43748,1438,1520.81
12755,5322,5412.23
28168,665,610.59
13623,5575,5201.3
21376,626,746.68
19891,8442,8904.51
31121,754,793.08
43528,1426,1894.28
23429,11419,12050.106666666665
45368,1665,1689.47
53243,2644,2349.7
30954,449,454.58
24445,12702,11301.1
9666,4643,4752.29
13294,5491,5247.26
20239,8669,9201.99
31145,755,796.17
34020,849,872.72
12631,5292,5140.61
12208,5192,5235.5408333333335
13967,5686,5181.88
45805,1710,1686.52
49425,2107,2095.5
49870,2175,2176.98
1984,3095,3096.5
48046,1926,2144.96
43616,507,505.48
26700,645,635.17
47371,1847,1797.35
37339,981,1076.99
49845,2170,2107.54
8942,4497,4190.07
25581,14424,14252.08
34824,878,851.62
34582,872,844.8133333333333
37227,975,980.55
38264,383,446.9
42195,1287,1282.51
27027,17168,17743.129
21041,625,641.9
3260,3358,3824.16
35920,919,966.24
19863,8417,9135.84
27208,17533,15981.56
43111,1385,1395.78
53404,2668,2732.96
5820,3914,4257.51
45036,1637,1776.32
3786,3462,3571.65
18570,7575,8094.99
12883,5368,5378.78
2567,3210,3264.63
24006,12174,11440.76
44091,1554,1744.33
30354,728,773.69
39632,1084,1027.47
25876,14973,14683.2
49424,2107,2078.23
25177,13761,13477.36
8463,4414,4421.48
26669,16499,13040.771999999999
13435,5518,5181.73
44569,1606,1443.39
35494,904,932.53
21240,9386,8237.82
4922,3726,3590.57
43268,506,515.94
49795,2163,2234.57
25157,13731,12899.85
6870,4128,4171.05
43635,1433,1537.82
53536,2691,2858.293333333333
25273,13919,15564.9
16530,6606,6494.6
27913,657,652.2
18944,7788,7590.09
49575,2132,2265.35
15480,6199,5888.0
8955,4501,4326.166666666666
26765,16587,15503.67
1442,2975,2778.99
25556,14386,14463.54
754,2857,3258.07
45277,1662,1711.85
12450,5245,5751.08
9441,4592,4677.55
47884,1912,2065.38
39577,1081,970.11
53687,2715,2656.21
6996,4155,3942.75
45111,1650,1703.23
31589,767,746.4
26103,15365,15920.24
42371,1304,1240.61
33372,827,835.44
44848,1625,1682.2533333333333
53482,2682,2453.65
42258,1294,1314.22
28609,675,636.16
28694,679,764.03
42136,1280,1344.145
44181,1568,1496.2113333333334
43230,1397,1369.41
52330,2496,2428.142
23074,11105,10930.98
25519,14328,14297.86
36813,956,943.78
31287,450,441.28
22509,10546,10924.0
52985,2594,2441.99
14651,5914,8659.92
18546,7560,9225.7
20305,8719,7913.98
42294,505,532.49
26389,15889,15967.01
35113,886,890.01
1145,2922,2899.04
4336,3599,3631.03
13054,5410,5623.27
16843,6720,7081.97
38082,1013,1003.96
25662,14578,14922.13
46469,1775,1740.07
47121,1828,1828.34
44942,1634,1645.93
8813,4476,4907.95
17902,7229,6247.7
17230,6890,6800.23
44041,1548,1506.91
2867,3276,3185.16
4232,3573,4627.18
1694,3033,3332.16
9745,4659,4718.0
30966,746,643.47
51173,2346,1919.64
24557,12845,15484.3
26721,645,582.41
53239,2643,2523.856666666667
48827,2028,2036.77
32468,794,827.62
10392,593,587.33
41668,1240,892.8
125,2762,2532.43
52593,2540,2620.6
18800,7695,7909.19
8888,4488,4855.32
47231,1840,2081.3066666666664
4079,571,572.3
47786,1897,1933.14
32987,812,713.77
26365,645,648.47
23982,12140,12384.28
21438,9541,9649.44
21834,9900,10024.91
19057,7840,8324.91
11274,4973,4441.57425
47719,1886,1881.31
366,2807,3263.15
18291,7432,7941.85
36044,923,1017.82
22638,10687,10475.07
34886,879,934.182
20830,9057,9846.28
51771,2409,2225.7
48931,2043,2174.53
51315,544,569.05
53853,2742,2403.91
52333,2496,2812.87
5321,3806,3522.78
31150,755,746.53
32105,781,941.065
45322,524,633.14
5361,3816,3725.71
21986,10053,9652.92
906,2877,2829.02
15646,6272,5848.96
6848,4125,3924.4753333333333
18256,7415,7493.9
1083,2909,2865.57
52839,2575,2652.79
53685,2715,2529.34
14868,5988,6579.91
46950,526,522.46
27351,17917,17046.18
52812,2572,2381.51
17266,6912,5963.52
21657,9756,8809.65
27852,652,549.36
46598,1786,1782.54
12814,5345,5031.46
28272,362,386.04
47070,1822,1761.24
51288,2360,2165.58
37540,988,1049.06
33018,814,823.96
27009,17126,15558.28
22742,10763,11454.04
45767,1706,1750.92
24728,13068,16048.08
34739,876,851.61
4176,3556,3694.06
34874,878,852.41
40348,1129,1091.28
16758,6672,7460.2
27496,18190,16927.36
50690,2290,1781.85
12311,5221,5124.7
6248,4008,3684.83
28111,663,661.28
43081,1378,1320.66
18454,7507,7107.17
38681,1041,901.11
12122,5167,5097.53
22524,10562,8661.15
35434,900,874.16
11492,5017,4939.05
44144,1562,1491.43
11206,4959,5162.46
23582,11596,11624.64
23535,11540,10914.88
27431,18041,16616.91
11578,5040,5229.91
43099,1383,1380.33
27348,17905,17729.02
6297,4022,4243.42
45165,1654,1560.88
48706,2010,1996.32
24654,12996,10967.31
48196,1947,1760.24
13644,5584,5778.12
696,2853,2869.29
41456,1229,1178.18
31747,772,763.64
27696,648,644.45
18952,7792,7183.09
2753,3250,3388.17
17288,6925,7362.89
16693,421,416.53
159,2770,2807.43
38729,1043,1072.9233333333332
39286,491,493.2006666666667
29835,710,611.14
34725,875,892.8
48896,2040,1960.57
9968,4702,4985.24
15083,6062,5303.05
39778,1094,1075.55
19802,8366,8161.92
13785,5620,4844.8
1598,3011,3360.07
47666,531,532.48
26893,16874,17086.51
16282,6512,7770.41
47986,533,561.41
48744,2015,2008.06
45327,524,647.95
23487,11489,11946.03
50055,2201,2166.97
36013,921,925.47
48293,1957,1794.24
3114,3323,3278.68
32497,796,797.68
21463,9561,9244.93
3536,3409,2951.64
26436,15970,17113.27
2245,3148,3189.24
33564,830,807.06
49310,540,620.32
16463,6579,7932.07
17663,7119,7418.63
49028,2053,2024.89
7670,4273,5022.32
11803,5089,5195.18
5650,3880,4082.87
29486,702,722.12
41126,1196,1097.69
34876,878,714.66
18611,7592,6905.91
37245,976,867.99
26422,15948,16084.43
32072,780,773.4
12856,5359,5124.12
10089,4712,4502.11
53227,2641,2700.77
33873,844,844.67
34952,471,546.35
39214,1066,1069.05
45095,1647,1765.67
53611,552,566.48
21955,10020,9619.09
15522,6221,6418.21
23347,422,406.78
29443,701,781.32
3132,3328,3267.8
20557,8870,7848.96
12056,597,580.44
40308,1125,1100.84
46543,1781,1758.55
50698,2290,2187.77
50309,544,560.08
30262,725,834.4066666666665
52828,2573,2717.6
26198,15575,15292.37
47086,1824,1882.82
53701,2717,2658.78
44674,1609,1436.48
41402,1223,1255.0
6559,4075,3940.64
3572,3419,3937.44
555,2830,3695.33
50059,2202,1856.61
12896,5373,4571.7
4927,3729,3726.57
40551,1151,1067.9
25888,15011,13067.24
4125,3541,2817.15
30513,732,726.88
9867,4679,4976.84
21733,9801,13733.74
43586,1432,1359.85
22909,10951,10503.56
32887,810,768.72
45557,1688,1717.85
37097,969,869.57
20009,8548,7900.46
52832,2573,2677.54
787,2861,2940.12
29240,696,740.98
36651,949,1430.56
14062,605,590.1
18804,7695,8175.99
19964,8515,8008.11
30997,747,732.55
8585,4438,4679.24
25154,13726,13476.64
49237,2084,2143.62
44829,1624,1474.09
11988,5143,4840.93
35612,473,554.98
53297,552,559.55
32899,810,683.65
46386,1764,1831.32
1691,3033,2589.09
20625,8922,8409.68
32048,780,745.12
8249,4375,4692.81
1273,2949,3189.59
43539,1427,1052.53
46694,1791,1890.12
29926,713,663.14
53028,2602,2726.08
50513,2272,2577.64
53592,2699,2863.27
26405,15922,15301.16
23728,633,683.95
31476,765,760.84
21808,9881,10819.46
4255,3579,3462.02
31639,450,526.65
25163,13737,15521.31
32762,803,786.82
28125,663,838.76
37595,485,495.6
39852,1100,1098.56
14942,6019,5921.32
45193,1656,1668.08
10617,4829,5044.5718333333325
43923,514,564.12
35871,918,877.57
45944,1723,1845.41
45995,1724,1873.678333333333
23655,11702,11736.84
52885,2583,2351.81
41674,1240,1164.51
29465,702,696.5166666666668
22519,10556,10565.06
51072,2333,2315.146
24273,12499,13632.0
13417,5510,4951.51
10831,4871,4006.62
2810,3265,3617.71
53294,552,598.17
34617,470,549.35
51948,2441,1894.73
52307,548,678.11
27738,18787,17869.71
11504,5020,4374.73
49031,2054,2101.93
48552,1990,1963.61
47310,530,548.92
42387,1306,1501.09
8056,583,523.63
52456,2515,2682.57
45003,1637,1840.37
33774,841,859.12
20260,8688,8722.74
42500,1320,1325.79
37270,482,474.04
23449,11437,11323.62
4786,3696,3439.77
24873,13291,12450.48
30119,720,711.79
49776,2161,2260.97
22568,10618,10378.85
48130,1939,1805.25
3329,3376,3835.37
37802,1000,1199.78
50986,544,549.83
21249,9401,8937.05
31418,764,766.4291666666666
52626,551,616.6
6344,4032,4232.34
1959,3088,3402.73
41696,1241,1345.97
28884,684,669.735
34150,854,815.97
38705,1041,985.85
713,2856,3981.06
50644,544,544.63
18302,7439,7752.91
14900,5998,5634.626666666667
17418,6980,6418.63
28844,683,778.09
9692,589,589.6
15656,6278,5746.42
19585,8214,8493.57
22736,10757,9379.16
41961,505,501.18
4070,571,584.07
31448,765,853.36
7502,4240,4652.78
49880,2176,2329.17
38270,384,464.77
20885,9106,9006.81
43100,1383,1303.79
37600,485,502.95
42328,1295,1270.9
2146,3126,3245.67
7975,4324,3690.76
49686,2145,1984.15
39691,1088,1140.14
18416,7485,7346.65
33837,844,993.47
33094,815,862.33
27544,18310,17238.83
24934,13387,14162.47
51627,2396,2156.3766666666666
20285,8705,8780.66
18633,7602,7328.04
35823,914,922.89
22849,10886,10965.86
23268,11279,11334.74
44332,521,512.74
29437,700,703.2
35333,898,797.175
22202,10244,10405.88
40297,1125,983.94
53927,2756,3003.58
17867,7209,7549.01
6082,3971,3708.238
8164,4362,4420.97
47965,1919,1887.22
10637,4832,4835.81
19541,8174,8075.08
39318,1070,1044.89
5812,3911,3676.18
9709,589,699.3
29287,436,442.63
19510,8144,7002.82
38576,1035,966.4
23261,11268,11166.43
3858,3478,3207.96
30290,447,436.1
43587,1432,1546.98
17965,7260,7372.54
44409,1585,1499.02
40928,499,569.15
45158,1654,1550.49
50256,2235,2367.14
30611,447,434.63
376,2809,3445.49
33656,835,892.763
31867,776,778.86
34654,872,873.96
38086,1013,1009.51
38629,489,497.22
50924,2319,2380.02
33949,465,498.17
20127,8590,8521.58
14179,5752,4957.46
1023,2903,2993.93
20464,8808,8533.69
24786,13157,13178.25
4947,3733,4063.31
12094,5164,5212.07
6567,4077,4354.47
10906,4887,5236.37
14777,5947,5954.36
28058,660,833.68
179,2776,2746.8
3646,3437,3539.87
30314,726,795.92
7066,579,588.67
14557,5880,5743.3
47330,530,524.46
37347,982,1080.31
51179,2347,2329.37
22038,628,580.71
16679,6666,6350.76
52435,2513,2451.53
40657,1154,1178.82
50963,2324,2319.31
49219,2081,2234.71
45457,1675,1743.66
35735,911,900.664
44324,521,506.28
37047,967,1037.82
4672,3671,4651.17
19901,8451,7675.06
15438,6181,5971.85
27810,650,670.23
4347,3601,3357.03
22628,10681,9911.68
8848,4480,4828.89
13330,5502,5818.88
19962,8512,10313.39
14133,5731,5413.12
12384,598,624.28
2807,3264,3026.27
37825,1002,990.04
32509,798,717.63
19177,7930,7375.07
14417,5821,5320.43
47896,1914,2018.32
21541,9642,10112.62
20253,8684,10583.68
41657,1239,1235.83
31866,776,768.54
50014,2196,2277.7
1699,3035,2757.8328333333334
28712,680,624.92
34398,863,805.09
44657,522,537.02
36407,942,930.37
45889,1720,1683.52
46441,1772,1883.34
19215,7956,7125.98
53774,2726,2577.99
47079,1822,1806.0749999999998
173,2774,2226.88
15955,6384,8595.84
2702,562,563.469
43369,1408,1493.27
37714,995,955.19
20257,8687,8883.26
16268,6505,5983.73
31796,773,759.7
25743,14674,14426.62
40136,1115,1058.91
44384,1582,1495.37
50487,2268,1988.87
32548,799,780.65
27130,17329,16121.16
503,2822,2842.0
47933,1915,1900.43
11123,4937,4851.17
40031,1110,806.49
4365,3605,4361.24
34314,858,837.27
40601,498,548.94
28046,660,637.41
7827,4297,4811.33
18940,7785,7792.87
39219,1066,1095.11
23021,630,574.46
11122,4937,4928.885
50994,544,546.71
7710,579,576.34
37453,984,950.65
37424,984,1019.49
17259,6909,7044.87
25150,13720,13706.92
32494,796,742.06
25569,14407,13081.08
14679,5922,5793.541666666666
11215,4961,4963.34
1678,3027,2992.39
15661,6279,6493.87
23293,11322,10831.45
38234,1017,1018.23
32465,794,878.92
53437,2673,2896.89
19363,622,687.54
50018,2196,2322.25
45765,1706,1836.07
16764,6675,6432.75
2306,3164,2879.71
40221,1123,1028.67
29783,709,642.28
10667,4838,5096.82
18012,7286,6179.459666666667
51553,2387,2993.39
26661,16472,16355.2
29207,695,751.95
46417,1768,1849.26
10905,4887,4784.07
20580,8889,8926.91
4061,571,587.52
50145,2215,2136.6
11511,5021,4528.91
28801,682,663.26
20968,9178,9553.88
28305,432,426.04
33375,827,906.8379945887447
46967,529,521.4933333333333
20087,8564,8404.39
36763,956,965.125
48656,537,561.12
26611,16358,16922.13
11773,5082,5340.64
37522,987,1121.1883333333333
52629,551,559.04
2533,3205,3160.17
29809,709,676.87
37376,982,1002.26
37927,485,480.5333333333333
39294,491,491.42
325,2802,3145.25
39966,1106,1090.31
26305,15804,13730.08
46922,1815,1779.98
48244,1951,1915.24
23618,11643,11273.06
8034,4334,4859.47
42822,1354,1386.8666666666668
34788,877,882.1
13311,5497,5140.09
17989,7276,7646.41
13305,5496,5290.556666666666
6498,4062,3932.67
45852,1715,1831.76
47110,1827,1517.02
46762,1801,1782.26
27586,18430,16038.722
36733,954,943.02
28707,680,737.12
6253,4010,4135.72
26730,16505,14805.63
15180,6097,6513.0
35950,475,563.45
17426,6982,7037.12
4265,3581,3162.68
11841,5099,4586.07
32918,810,810.91
48580,1993,1884.09
51653,545,549.82
43017,1370,1426.84
30700,737,690.76
4936,3730,4183.08
28380,668,648.44
6674,4099,3919.92
41913,1262,1250.43
28614,675,663.32
19934,8485,9000.83
15328,6153,6320.81
29221,695,686.91
4390,571,571.26
44802,1624,1587.437333333333
15666,6283,6328.91
45493,1679,1817.29
53067,2608,1852.36
32023,778,624.59
15576,6248,5951.28
53136,2620,2554.27
53208,2634,2856.0359999999996
362,2806,3125.25
40299,1125,1007.03
52137,2468,2287.11
4685,3674,4141.84
2079,3109,3374.145
43453,1415,1309.705
9889,4684,4555.56
51703,2400,2665.56
10701,4847,5298.18
40815,1170,1177.0465
38125,1013,1005.21
48970,537,536.38
30331,727,660.35
38737,1044,1016.43
45936,1722,1718.225
39367,1074,993.22
27703,648,642.9
50675,2287,2141.72
30634,735,793.91
15324,6152,5804.82
30292,447,450.87
3016,3307,2935.18
37148,972,960.082
24945,13403,17558.76
4991,3740,3646.84
42647,1333,1248.74
29263,698,614.11
32940,459,489.49
42425,1312,1409.23
11311,4984,5178.798000000001
15293,6139,7755.72
37469,984,976.49
28166,665,661.28
49647,540,541.77
52251,2487,2426.58
21734,9802,9220.23
49002,2050,2161.7
46231,1752,1708.48
32265,789,788.46
52309,548,567.33
44054,1550,1592.96
6245,4008,4289.05
49005,2051,1895.01
37878,1005,982.61
39584,1082,1054.37
32797,805,933.79
40546,1150,1202.33
10758,4853,6428.33
44877,1629,1602.18
47295,394,394.46
11766,5082,5168.05
47604,1879,1899.49
51159,2345,2275.3
455,2817,2986.77
49628,540,465.12
35844,917,969.02
29561,705,708.24
52687,2552,2496.11
14242,5769,5539.26
10924,4892,5111.78
15075,6059,5933.45
53375,2659,2655.57
13667,5595,6033.523333333333
18817,7703,6474.98
43324,1403,1396.49
7070,579,575.44
21346,9489,9701.73
18399,7477,6991.98
7104,4167,3988.97
17712,613,608.37
50786,2304,2599.87
406,555,499.76
35179,891,891.28
23084,11110,9883.18
3116,3324,3055.42
29306,438,452.77
26279,15765,16316.21
46362,1760,1805.68
39557,1080,952.4
5095,3755,3776.84
17226,6888,6705.74
27634,18541,16835.6
3076,3312,3597.19
20228,8660,8556.16
14180,5752,4796.71
2411,3179,4958.26
26469,16043,14155.34
41374,1220,1283.33
51434,2374,2410.66
50996,544,523.21
10258,4751,4441.28
46075,1736,2072.11
38320,1020,1020.18
19453,8099,7469.55
37411,983,977.29
190,2777,2781.63
48994,2048,1881.98
5760,3897,3873.91
51272,2359,2236.13
26818,16709,17180.77
47818,1904,1787.15
14268,5779,5998.15
43339,1406,1342.92
46692,1791,2070.28
3775,3461,4416.14
4910,3724,4108.36
37808,1001,975.05
29796,709,709.23
30305,725,701.84
17396,612,608.43
18352,7466,6700.32
20390,625,716.4
51215,2352,2396.43
19463,8107,7825.2
52661,2549,2448.86
47721,1887,1718.32
22298,10342,8983.78
36399,942,920.03
7485,4238,4211.21
35157,891,836.7
31144,755,744.32
14245,5771,5579.48
42631,1332,1375.2
7402,579,588.1
16944,6766,5544.81
15260,6128,6480.89
17333,6955,6676.7
7286,4201,4252.27
43479,1420,1512.52
40223,1123,965.32
17846,7198,7170.3
11559,5034,5081.2
22987,11039,10905.39
733,557,563.05
17741,7142,6252.37
41325,1214,1283.03
41987,1264,1254.07
19277,8001,10756.99
28970,435,490.7
39476,1079,1052.1
51212,2352,2436.63
52641,552,502.53
32321,789,763.89
38522,1033,1026.86
38181,1015,955.94
53193,2633,2522.41
23703,631,677.0366666666665
1003,2898,2929.74
45740,1700,1461.65
23945,12081,10951.24
3176,3338,3651.24
53431,2671,2887.92
8959,4502,5752.11
37165,972,941.46
20261,8688,7170.83
1466,2981,3155.38
53372,2659,2917.26
51785,2414,2908.1
17132,6837,6490.38
2550,3208,3022.79
46510,1779,1946.78
2570,3211,2958.73
16845,6720,7395.056666666666
52529,2530,2654.18
10543,4808,4659.06
24900,13329,12228.24
10445,4788,4704.42
40053,1112,1005.1
22125,10155,10500.15
25811,14817,14283.8575
27040,645,690.29
46408,1767,1738.14
11984,5142,4943.03
15718,608,617.47
30377,729,711.9
52696,2553,2810.315
14414,5821,5961.83
16171,6464,5929.3
19817,8385,9176.02
53849,2741,2006.12
17836,7193,6813.25
46944,1815,1766.29
18854,7729,8113.88
31584,767,786.98
48734,2012,1947.91
35981,921,959.26
25040,641,590.32
2870,3276,3552.17
19199,7950,7385.15
25981,15185,14899.46
9530,4617,4247.84
51108,2337,2554.61
27984,658,649.6366666666667
33849,844,767.62
29275,698,675.15
757,2857,2694.3
25201,13796,12796.99
11673,5057,4996.74
16391,6543,8570.35
15966,6389,6475.67
48407,1970,1924.58
23463,11459,11496.27
18787,7683,7691.81
24237,12440,12541.55
3473,3394,3539.53
36852,957,923.06
8026,4332,4241.680833333333
1990,3096,3046.69
33289,462,468.97
7346,4212,4962.19
41230,1207,1198.02
22576,10626,11526.35
23521,11526,11369.62
26493,16092,16986.73
22002,10071,10069.57
43889,1454,1723.88
8979,4506,4004.56
26139,15433,14999.67
22828,10860,13979.67
7406,579,639.47
45100,1648,1752.1
28264,357,400.57
7466,4234,4467.69
10961,4903,4654.41
17256,6906,6684.53
30872,743,737.4
10263,4751,4272.12
10717,593,587.64
4637,3669,3314.87
28132,664,636.25
9068,4518,4321.17
23930,12060,12389.86
12173,5182,5164.81
34494,867,896.48
17806,7177,6968.51
15796,6321,6388.04
9486,4606,4929.65
31955,452,438.4358333333333
31340,760,734.29
48431,1974,1902.39
4180,3556,3358.13
36294,477,473.05
28326,666,667.5
50351,2246,2397.02
29203,694,722.43
926,2882,3046.24
16174,6465,6863.71
40466,1140,1014.47
36332,936,922.3
22154,10196,9879.25
23121,11147,15237.96
53522,2688,2434.35
41965,505,507.78
31706,770,888.0
50161,2218,2055.88
19707,625,569.86
21862,9925,10478.01
5058,574,550.45
42812,1353,1288.93
48849,2032,2248.57
53707,2718,2826.76
51577,2391,2161.73
10309,4763,4638.43
15251,6124,6171.61
29554,705,861.06
8346,4398,4438.5
25143,13711,13247.438333333335
24329,12587,13639.74
2482,3193,3283.03
4904,3723,4154.51
38044,1011,882.04
3696,3449,3111.51
29470,702,644.5085
53100,2614,2718.53
46394,1764,1968.65
5483,3840,3313.42
34566,871,855.22
48297,1958,1947.03
33395,828,844.21
30453,731,733.91
43394,1410,1634.66
44937,1633,1811.03
30275,447,448.19
24290,12539,13658.37
43214,1397,1463.68
27176,17448,17059.05
45161,1654,1584.1
11884,5112,4173.74
29193,694,765.95
20517,8849,9093.49
15104,6071,5566.01
52781,2565,2621.24
21974,10043,9372.51
40586,1153,1129.83
20897,9116,9464.38
34277,468,442.0233333333333
14443,5832,6823.73
13249,5476,5368.26
34825,878,808.19
47863,1910,1867.97
26180,15522,16060.82
4677,3672,4485.01
16574,6619,6417.31
16247,6499,6524.95
17773,7157,6312.61
7896,4312,5108.32
26549,16234,14959.64
45219,1656,1607.476666666667
37553,988,1105.75
34163,854,804.645
26934,16975,17104.17
27229,17595,17501.22
33495,828,813.65
37706,995,986.04
39456,1077,1047.83
14375,605,615.29
24954,13427,11669.81
6006,3959,3770.21
40321,1125,991.07
46291,526,506.4
30263,725,784.6619999999999
23140,11161,11572.19
11886,5113,5142.19
36669,949,988.16
32083,781,741.01
24665,13007,12949.23
37061,968,973.62
8951,4498,4340.49
292,2797,2988.54
1514,2995,3249.33
16136,6449,6044.12
43115,1385,1371.16
6101,3975,3919.38
3021,3308,3439.06
2782,3255,3321.01
5109,3759,3681.07
6770,4108,4236.05
43732,1438,1510.6168333333335
27733,18777,16265.0
11696,5067,5795.52
32469,794,936.09
14710,605,580.5466666666666
7763,4283,4551.06
46887,1814,1851.9
26011,644,646.26
27197,17504,16530.88
26056,15258,14518.09
13720,603,642.03
2788,3257,3421.4
39150,1062,1007.23
5033,3749,3595.47
40498,1142,1238.81
34958,471,567.86
1386,559,554.9019999999999
6409,4039,4075.98
25941,15105,15061.7
4149,3546,3571.31
1916,3082,2909.11
49102,2064,2000.1566666666665
15394,6167,6112.82
40568,1151,1270.78
52168,2475,2574.0
32937,811,855.175
39420,1076,1076.07
44460,1593,1642.72
36392,942,896.255
8568,4435,4372.47
4109,3537,3639.0
51448,2376,2487.04
44060,1551,1486.43
4649,3669,3922.19
25419,14156,13389.35
46970,529,535.37
20628,8924,8832.05
22343,10395,10270.36
1198,2935,3546.51
35193,891,913.965
38012,1009,1035.29
50223,2230,2300.37
10390,593,580.46
5665,3881,4270.24
42716,1340,1257.61
49097,2063,1920.18
40797,1169,1168.94
7749,4280,4591.02
46430,1770,1750.63
29006,686,681.8
36104,926,979.2
7824,4296,4289.98
32071,780,836.2280000000001
23900,12009,10290.35
38341,1020,967.93
6599,4081,4308.73
42066,1271,1487.12
39694,1088,1198.31
51007,2326,3042.78
14263,5777,6562.13
7981,4325,4238.55
48446,1974,1853.61
30667,737,876.92
27482,18166,17637.09
48330,1959,1577.79
18496,7534,10607.19
47386,1847,1871.88
19767,8334,8092.912666666666
24413,12654,11542.22
12195,5189,5751.45
49890,2177,2015.3
44774,1621,1424.36
32380,790,774.01
49413,2106,2253.017333333333
34996,882,990.68
10927,4892,5184.32
18809,7697,6923.62
47415,1851,1949.4
28695,679,699.2
37064,968,993.09
19604,8225,8809.15
51840,2423,2747.41
6175,3992,4334.58
43249,1400,1548.38
51456,2376,2381.3
42988,1367,1494.18
23207,11214,10253.26
38806,1046,1031.6
33577,832,882.05
40451,1140,1500.74
5070,3750,3669.17
47971,532,583.55
27582,18426,17224.48
11744,5074,4882.34
25853,14925,14481.16
11996,5147,4486.93
53363,2657,2418.11
8159,4361,4532.81
47275,1844,1768.08
12337,5226,5398.95
8329,4394,4446.18
5589,3864,4246.43
19061,7844,8244.59
20709,625,623.38
10188,4737,4524.744000000001
8518,4426,4509.6
19053,7836,7958.52
34328,861,946.2799999999999
9054,589,556.54
32394,791,807.68
3726,568,616.98
39087,1060,1075.62
45476,1676,2126.42
37234,975,979.52
46037,1728,1985.86
17126,6833,6281.87
39942,492,519.85
21237,9384,11648.12
23236,11247,11512.24
44777,1622,1698.39
21558,9660,9773.82
34517,868,859.73
50776,2302,2505.05
32870,809,694.05
3737,569,711.18
27228,17592,16956.82
2155,3128,3063.81
45842,1715,1762.74
20197,8638,9088.11
49463,2112,1983.15
28877,684,720.11
23736,11781,11178.76
45027,1637,1596.88
13003,5405,4671.69
26104,15366,15022.69
16154,6458,6456.03
20849,9072,7787.29
21113,9281,9443.47
22049,628,618.85
13283,5488,4918.05
53635,552,567.15
4276,3584,3220.12
41228,1207,1226.31
9066,4517,4202.846666666667
32892,810,804.29
27914,657,813.17
37067,969,1137.57
38686,1041,1091.74
36849,957,897.49
6762,4106,4624.24
